Order ID,Order Date,Ship Date,Ship Mode,Customer Segment,Region,Country,Category,Sub-Category,Sales Rep,Quantity,Sales,Cost,Profit,Discount,Profit Margin
ORD-3074,2024-03-31,2024-04-05,Standard,Corporate,Europe,France,Technology,Copiers,Rep_020,4,8380.6125,4245.05,2459.43,0.0,29.35
ORD-3075,2024-02-04,2024-02-06,First Class,Consumer,Europe,France,Furniture,Furnishings,Rep_001,14,18737.57,14143.6,4593.96,0.0,24.52
ORD-3076,2023-08-31,2023-09-02,Standard,Consumer,Asia Pacific,China,Furniture,Chairs,Rep_019,5,3202.48,2204.93,997.55,0.05,31.15
ORD-3077,2024-03-23,2024-03-29,Second Class,Corporate,Latin America,Chile,Technology,Phones,Rep_005,17,1906.875,1172.76,246.91799999999998,0.2,12.95
ORD-3078,2023-03-18,2023-03-22,Standard,Home Office,Europe,United Kingdom,Office Supplies,Pens,Rep_010,11,414.37,318.67,95.7,0.0,23.1
ORD-3079,2023-09-29,2023-10-05,Second Class,Consumer,Latin America,Argentina,Furniture,Furnishings,Rep_016,16,20728.39,15878.88,4849.52,0.0,23.4
ORD-3080,2024-07-19,2024-07-21,Standard,Consumer,Asia Pacific,China,Technology,Phones,Rep_006,12,27417.910000000003,13332.65,4955.86,0.0,18.08
ORD-3081,2023-11-16,2023-11-20,Express,Corporate,Latin America,Argentina,Furniture,Bookcases,Rep_013,12,5416.9,3444.01,1972.89,0.1,36.42
ORD-3082,2024-01-19,2024-01-20,Second Class,Consumer,North America,Canada,Office Supplies,Storage,Rep_019,11,694.45,440.47,253.98,0.3,36.57
ORD-3083,2024-04-07,2024-04-09,Second Class,Home Office,Europe,France,Office Supplies,Storage,Rep_008,4,208.49,135.36,73.14,0.05,35.08
ORD-3084,2024-05-22,2024-05-27,Express,Consumer,Europe,United Kingdom,Furniture,Bookcases,Rep_015,12,11756.87,8717.79,3039.08,0.15,25.85
ORD-3085,2023-01-01,2023-01-08,Standard,Home Office,North America,Mexico,Furniture,Tables,Rep_019,11,12308.4,9068.49,3239.92,0.05,26.32
ORD-3086,2024-05-28,2024-06-04,Express,Home Office,Europe,United Kingdom,Technology,Accessories,Rep_012,14,34614.15,20572.71,7118.61,0.0,20.57
ORD-3087,2023-01-10,2023-01-11,Express,Home Office,Asia Pacific,Australia,Office Supplies,Paper,Rep_012,9,548.21,343.95,204.27,0.05,37.26
ORD-3088,2023-11-19,2023-11-24,Standard,Home Office,Latin America,Brazil,Office Supplies,Paper,Rep_009,4,194.7,134.11,60.59,0.05,31.12
ORD-3089,2023-10-18,2023-10-25,Second Class,Home Office,Europe,United Kingdom,Office Supplies,Binders,Rep_010,17,198.58,138.35,60.24,0.1,30.34
ORD-3090,2023-10-03,2023-10-04,Express,Consumer,Europe,Germany,Technology,Phones,Rep_005,15,28997.71,23027.96,5969.75,0.15,20.59
ORD-3091,2023-05-17,2023-05-19,Second Class,Consumer,Europe,France,Office Supplies,Pens,Rep_019,6,397.98,267.77,130.2,0.05,32.72
ORD-3092,2023-04-06,2023-04-11,Standard,Consumer,North America,United States,Technology,Phones,Rep_018,10,12276.6,9069.16,3207.44,0.0,26.13
ORD-3093,2023-11-20,2023-11-22,Standard,Consumer,Asia Pacific,Australia,Office Supplies,Storage,Rep_015,13,189.32,130.42,58.9,0.05,31.11
ORD-3094,2023-07-07,2023-07-08,Standard,Consumer,Latin America,Brazil,Furniture,Furnishings,Rep_020,13,7382.15,4947.45,2434.7,0.0,32.98
ORD-3095,2023-10-21,2023-10-25,Second Class,Home Office,Asia Pacific,China,Office Supplies,Pens,Rep_019,14,895.0,652.45,242.55,0.0,27.1
ORD-3096,2023-02-04,2023-02-06,Standard,Home Office,Europe,United Kingdom,Furniture,Chairs,Rep_018,17,19625.53,15591.69,4033.84,0.0,20.55
ORD-3097,2024-06-20,2024-06-24,Standard,Home Office,Asia Pacific,Japan,Technology,Accessories,Rep_001,4,1262.0725,592.64,257.614,0.1,20.41
ORD-3098,2024-05-01,2024-05-05,Express,Consumer,Latin America,Brazil,Furniture,Chairs,Rep_010,5,777.63,508.97,188.062,0.05,24.18
ORD-3099,2023-04-05,2023-04-11,First Class,Consumer,Asia Pacific,China,Office Supplies,Paper,Rep_001,18,1023.05,681.81,341.23,0.2,33.35
ORD-3100,2023-09-09,2023-09-12,Standard,Consumer,Asia Pacific,Singapore,Technology,Computers,Rep_006,13,7931.64,5004.67,2926.97,0.0,36.9
ORD-3101,2023-03-03,2023-03-08,Standard,Home Office,Europe,United Kingdom,Technology,Copiers,Rep_015,3,349.0,239.22,109.78,0.05,31.46
ORD-3102,2023-07-16,2023-07-19,Express,Home Office,Europe,United Kingdom,Furniture,Bookcases,Rep_007,4,3018.39,2319.34,699.05,0.0,23.16
ORD-3103,2024-10-06,2024-10-10,Standard,Corporate,Asia Pacific,Japan,Furniture,Furnishings,Rep_002,11,4972.604,2884.08,1317.386,0.05,26.49
ORD-3104,2024-08-30,2024-09-06,Second Class,Consumer,Europe,Spain,Furniture,Chairs,Rep_007,18,7170.69,5546.44,1624.25,0.05,22.65
ORD-3105,2023-07-17,2023-07-18,First Class,Consumer,Asia Pacific,China,Office Supplies,Binders,Rep_010,9,447.53,348.66,98.87,0.05,22.09
ORD-3106,2023-12-23,2023-12-27,Standard,Home Office,Latin America,Argentina,Office Supplies,Binders,Rep_001,15,1275.74,915.17,360.57,0.0,28.26
ORD-3107,2023-06-24,2023-06-26,Express,Home Office,Asia Pacific,Japan,Furniture,Chairs,Rep_001,11,8436.01,6157.03,2278.98,0.0,27.01
ORD-3108,2024-05-14,2024-05-16,Standard,Consumer,Europe,Spain,Technology,Copiers,Rep_017,7,2519.6625,1446.16,569.57,0.0,22.61
ORD-3109,2024-07-27,2024-08-01,Standard,Consumer,Europe,Germany,Technology,Phones,Rep_019,11,21623.0875,11136.0,6162.48,0.15,28.5
ORD-3110,2024-01-24,2024-01-27,Express,Consumer,North America,Mexico,Office Supplies,Storage,Rep_004,6,562.32,378.76,183.57,0.1,32.65
ORD-3111,2023-12-09,2023-12-11,Standard,Corporate,Latin America,Argentina,Office Supplies,Pens,Rep_006,13,220.39,154.03,66.36,0.05,30.11
ORD-3112,2023-06-20,2023-06-24,Second Class,Corporate,Europe,United Kingdom,Furniture,Tables,Rep_020,8,2354.45,1737.44,617.01,0.05,26.21
ORD-3113,2024-05-10,2024-05-11,Second Class,Consumer,Latin America,Argentina,Office Supplies,Storage,Rep_015,10,337.48,267.73,48.81799999999999,0.0,14.47
ORD-3114,2024-04-24,2024-04-30,Standard,Home Office,North America,Canada,Office Supplies,Storage,Rep_019,5,181.48,133.83,47.65,0.15,26.26
ORD-3115,2024-05-16,2024-05-17,Standard,Home Office,Europe,United Kingdom,Furniture,Tables,Rep_020,6,5851.36,4568.97,1282.39,0.2,21.92
ORD-3116,2024-10-17,2024-10-21,Express,Consumer,Latin America,Brazil,Office Supplies,Storage,Rep_020,15,1048.95,677.37,260.106,0.3,24.8
ORD-3117,2024-07-22,2024-07-29,Second Class,Corporate,Latin America,Brazil,Furniture,Furnishings,Rep_012,9,9437.32,5856.59,2506.511,0.05,26.56
ORD-3118,2023-05-17,2023-05-20,First Class,Corporate,Asia Pacific,China,Office Supplies,Paper,Rep_004,2,183.54,137.26,46.28,0.0,25.22
ORD-3119,2024-06-07,2024-06-11,Standard,Corporate,North America,Canada,Furniture,Bookcases,Rep_001,4,1499.32,1164.75,334.58,0.05,22.32
ORD-3120,2023-04-04,2023-04-10,First Class,Corporate,Latin America,Chile,Technology,Phones,Rep_015,12,16797.86,12829.89,3967.97,0.15,23.62
ORD-3121,2023-03-30,2023-04-04,Second Class,Consumer,Asia Pacific,Singapore,Office Supplies,Storage,Rep_014,7,477.79,303.96,173.83,0.05,36.38
ORD-3122,2024-03-19,2024-03-25,Standard,Consumer,Europe,France,Technology,Copiers,Rep_013,11,26365.925000000003,14279.42,6813.32,0.0,25.84
ORD-3123,2023-03-12,2023-03-13,Express,Home Office,Asia Pacific,Singapore,Furniture,Furnishings,Rep_001,15,7835.37,5746.34,2089.03,0.2,26.66
ORD-3124,2024-03-09,2024-03-12,Express,Corporate,Asia Pacific,Japan,Technology,Computers,Rep_016,11,6395.675,2381.5,2176.02,0.3,34.02
ORD-3125,2023-04-29,2023-04-30,Second Class,Home Office,North America,Canada,Office Supplies,Binders,Rep_014,2,198.67,126.48,72.19,0.0,36.34
ORD-3126,2024-10-11,2024-10-15,Standard,Corporate,North America,Canada,Technology,Accessories,Rep_012,2,3516.1625,2219.25,593.68,0.0,16.88
ORD-3127,2023-05-29,2023-06-05,Standard,Consumer,Latin America,Argentina,Office Supplies,Pens,Rep_006,14,517.93,384.92,133.01,0.05,25.68
ORD-3128,2023-12-05,2023-12-10,Standard,Corporate,North America,Mexico,Technology,Computers,Rep_006,8,14439.48,9489.95,4949.53,0.0,34.28
ORD-3129,2023-07-02,2023-07-07,Standard,Consumer,Latin America,Brazil,Office Supplies,Paper,Rep_014,6,218.53,162.92,55.61,0.1,25.45
ORD-3130,2023-09-27,2023-10-02,Second Class,Consumer,Europe,United Kingdom,Furniture,Tables,Rep_016,5,1556.75,1190.47,366.28,0.0,23.53
ORD-3131,2024-07-04,2024-07-11,Standard,Corporate,Europe,Germany,Office Supplies,Storage,Rep_005,5,58.46,45.62,12.84,0.0,21.96
ORD-3132,2023-04-11,2023-04-12,Standard,Consumer,Latin America,Chile,Furniture,Furnishings,Rep_002,16,3211.3,2052.93,1158.37,0.0,36.07
ORD-3133,2023-05-04,2023-05-10,Express,Corporate,Latin America,Brazil,Technology,Computers,Rep_017,3,5379.07,4193.31,1185.76,0.0,22.04
ORD-3134,2023-12-29,2023-12-31,Express,Corporate,North America,United States,Office Supplies,Paper,Rep_004,5,403.64,304.94,98.7,0.0,24.45
ORD-3135,2024-05-31,2024-06-02,Standard,Consumer,Asia Pacific,Japan,Technology,Accessories,Rep_010,11,35270.7225,17363.62,6078.015999999999,0.15,17.23
ORD-3136,2023-11-08,2023-11-13,Express,Corporate,Asia Pacific,Australia,Office Supplies,Paper,Rep_009,15,250.09,181.11,68.98,0.1,27.58
ORD-3137,2024-01-25,2024-01-29,First Class,Consumer,Latin America,Chile,Technology,Accessories,Rep_013,4,3952.9500000000003,2275.96,620.4799999999999,0.05,15.7
ORD-3138,2024-06-12,2024-06-17,Standard,Consumer,Latin America,Chile,Technology,Phones,Rep_016,8,3222.45,1888.92,482.3279999999999,0.1,14.97
ORD-3139,2024-11-11,2024-11-14,Standard,Corporate,North America,United States,Furniture,Bookcases,Rep_005,7,3693.29,2899.09,794.2,0.0,21.5
ORD-3140,2023-09-30,2023-10-03,Second Class,Consumer,Asia Pacific,Singapore,Office Supplies,Paper,Rep_013,18,422.56,270.45,152.12,0.05,36.0
ORD-3141,2024-07-20,2024-07-22,Express,Corporate,Asia Pacific,Singapore,Office Supplies,Pens,Rep_004,18,1643.668,773.4,687.3439999999999,0.05,41.82
ORD-3142,2023-06-05,2023-06-10,First Class,Consumer,North America,United States,Office Supplies,Storage,Rep_016,5,458.53,276.55,181.98,0.1,39.69
ORD-3143,2024-03-12,2024-03-18,Second Class,Corporate,Latin America,Chile,Technology,Copiers,Rep_007,15,30131.925000000003,17914.49,4333.728,0.0,14.38
ORD-3144,2023-09-23,2023-09-26,Standard,Home Office,Asia Pacific,China,Furniture,Tables,Rep_020,11,15705.12,9466.24,6238.88,0.05,39.73
ORD-3145,2023-11-23,2023-11-24,Express,Home Office,North America,Mexico,Office Supplies,Binders,Rep_006,19,429.47,261.05,168.42,0.0,39.22
ORD-3146,2024-02-07,2024-02-08,Second Class,Home Office,North America,United States,Office Supplies,Pens,Rep_015,7,652.43,481.01,171.42,0.1,26.27
ORD-3147,2024-06-14,2024-06-15,Express,Consumer,Europe,Germany,Technology,Copiers,Rep_001,10,14926.199999999999,7681.52,4259.43,0.0,28.54
ORD-3148,2023-03-07,2023-03-11,Standard,Corporate,Europe,Spain,Furniture,Chairs,Rep_002,18,21345.75,13619.76,7725.99,0.0,36.19
ORD-3149,2024-04-20,2024-04-22,First Class,Consumer,Latin America,Argentina,Furniture,Furnishings,Rep_004,9,9825.7,6914.93,2037.5389999999998,0.15,20.74
ORD-3150,2024-06-06,2024-06-11,Second Class,Consumer,Latin America,Chile,Technology,Computers,Rep_008,15,10952.0625,6963.3,1258.838,0.1,11.49
ORD-3151,2023-03-12,2023-03-18,Standard,Home Office,Europe,France,Technology,Copiers,Rep_007,12,2631.23,1590.12,1041.1,0.05,39.57
ORD-3152,2024-02-01,2024-02-05,First Class,Home Office,North America,Mexico,Technology,Accessories,Rep_001,8,8461.525,4850.44,1918.78,0.1,22.68
ORD-3153,2024-10-15,2024-10-19,Standard,Home Office,Europe,France,Technology,Accessories,Rep_004,18,14382.7125,8631.44,2874.73,0.15,19.99
ORD-3154,2024-11-02,2024-11-09,Second Class,Corporate,North America,United States,Technology,Computers,Rep_005,9,14767.449999999999,8122.59,3691.37,0.0,25.0
ORD-3155,2024-03-03,2024-03-10,Second Class,Consumer,Europe,Germany,Furniture,Tables,Rep_011,2,1054.31,716.69,337.63,0.15,32.02
ORD-3156,2024-01-06,2024-01-12,Express,Home Office,North America,Canada,Office Supplies,Paper,Rep_018,17,384.01,242.96,141.06,0.1,36.73
ORD-3157,2024-01-12,2024-01-16,Standard,Consumer,Latin America,Brazil,Furniture,Bookcases,Rep_003,2,2304.22,1747.23,389.893,0.0,16.92
ORD-3158,2024-04-26,2024-05-02,Second Class,Consumer,North America,Canada,Office Supplies,Paper,Rep_007,11,146.81,109.01,37.8,0.3,25.75
ORD-3159,2023-09-11,2023-09-16,Standard,Consumer,Latin America,Argentina,Office Supplies,Paper,Rep_001,5,455.56,273.54,182.02,0.0,39.96
ORD-3160,2024-05-20,2024-05-23,Standard,Consumer,North America,Canada,Technology,Accessories,Rep_009,12,26569.675000000003,12808.01,8447.73,0.0,31.79
ORD-3161,2024-09-27,2024-09-28,Second Class,Corporate,North America,Mexico,Furniture,Furnishings,Rep_019,3,2027.63,1420.86,606.77,0.15,29.93
ORD-3162,2023-11-27,2023-11-29,Standard,Consumer,North America,Mexico,Technology,Copiers,Rep_014,5,8239.13,5853.75,2385.38,0.15,28.95
ORD-3163,2023-12-21,2023-12-26,Standard,Corporate,North America,Canada,Furniture,Furnishings,Rep_009,9,13001.22,8694.0,4307.22,0.3,33.13
ORD-3164,2024-05-18,2024-05-20,Express,Consumer,Asia Pacific,China,Office Supplies,Storage,Rep_007,13,1619.6309999999999,903.25,479.66799999999995,0.0,29.62
ORD-3165,2023-09-19,2023-09-24,Standard,Consumer,North America,United States,Office Supplies,Binders,Rep_009,18,182.41,128.88,53.53,0.0,29.35
ORD-3166,2023-03-09,2023-03-13,Standard,Corporate,Europe,Spain,Technology,Phones,Rep_014,16,26959.46,19181.65,7777.81,0.0,28.85
ORD-3167,2024-12-25,2024-12-31,Standard,Consumer,North America,Mexico,Office Supplies,Storage,Rep_007,3,20.3,14.72,5.58,0.05,27.49
ORD-3168,2023-10-24,2023-10-27,Express,Consumer,Europe,Germany,Furniture,Tables,Rep_010,9,4293.07,2933.7,1359.37,0.15,31.66
ORD-3169,2023-05-13,2023-05-16,Express,Corporate,Europe,United Kingdom,Technology,Accessories,Rep_004,7,1844.76,1392.43,452.33,0.05,24.52
ORD-3170,2023-06-08,2023-06-15,Second Class,Consumer,North America,Canada,Office Supplies,Paper,Rep_019,18,823.5,512.15,311.35,0.3,37.81
ORD-3171,2024-08-01,2024-08-06,First Class,Home Office,Europe,United Kingdom,Technology,Computers,Rep_007,8,5306.587500000001,3352.28,892.99,0.1,16.83
ORD-3172,2023-08-31,2023-09-06,Second Class,Consumer,Europe,Spain,Office Supplies,Storage,Rep_014,5,452.92,301.21,151.71,0.1,33.5
ORD-3173,2023-05-09,2023-05-12,Standard,Consumer,North America,United States,Office Supplies,Storage,Rep_009,13,1041.34,666.72,374.62,0.05,35.97
ORD-3174,2023-03-02,2023-03-05,Standard,Corporate,Europe,Spain,Office Supplies,Paper,Rep_013,9,143.15,110.79,32.36,0.05,22.61
ORD-3175,2024-05-24,2024-05-31,Standard,Home Office,Latin America,Chile,Office Supplies,Storage,Rep_007,11,896.2,593.42,211.94599999999997,0.0,23.65
ORD-3176,2023-11-29,2023-11-30,Standard,Corporate,North America,Canada,Technology,Phones,Rep_014,11,19955.25,12334.28,7620.96,0.15,38.19
ORD-3177,2023-04-25,2023-04-27,First Class,Home Office,Latin America,Chile,Furniture,Chairs,Rep_020,14,4020.57,2923.46,1097.11,0.1,27.29
ORD-3178,2023-11-13,2023-11-17,Standard,Consumer,Asia Pacific,China,Furniture,Tables,Rep_010,4,1381.52,1063.6,317.91,0.0,23.01
ORD-3179,2023-03-02,2023-03-04,Express,Consumer,Latin America,Brazil,Office Supplies,Storage,Rep_002,19,1009.7,670.1,339.6,0.0,33.63
ORD-3180,2024-11-22,2024-11-27,Express,Consumer,Latin America,Brazil,Technology,Copiers,Rep_015,17,38133.325,24019.55,4540.977,0.1,11.91
ORD-3181,2023-04-01,2023-04-04,Second Class,Home Office,Latin America,Argentina,Furniture,Tables,Rep_015,18,25787.47,19279.47,6508.0,0.1,25.24
ORD-3182,2024-08-19,2024-08-23,Express,Consumer,North America,Mexico,Technology,Accessories,Rep_017,17,5729.712500000001,3203.57,1380.21,0.05,24.09
ORD-3183,2024-02-23,2024-02-28,Standard,Home Office,Asia Pacific,Japan,Technology,Accessories,Rep_010,3,1868.40875,775.48,524.034,0.1,28.05
ORD-3184,2023-12-09,2023-12-11,Second Class,Consumer,Latin America,Brazil,Technology,Phones,Rep_005,8,943.68,684.08,259.6,0.05,27.51
ORD-3185,2023-03-28,2023-03-29,Express,Home Office,Europe,United Kingdom,Furniture,Chairs,Rep_005,1,861.94,523.9,338.04,0.05,39.22
ORD-3186,2024-07-15,2024-07-22,Express,Home Office,Asia Pacific,Singapore,Technology,Copiers,Rep_004,13,37644.92875000001,15450.71,10801.56,0.05,28.69
ORD-3187,2024-06-20,2024-06-21,Second Class,Home Office,Latin America,Brazil,Furniture,Tables,Rep_002,4,5442.52,3368.39,1451.891,0.1,26.68
ORD-3188,2023-02-21,2023-02-27,Standard,Home Office,North America,United States,Office Supplies,Binders,Rep_009,8,297.88,215.92,81.97,0.0,27.52
ORD-3189,2023-10-02,2023-10-04,Second Class,Home Office,Asia Pacific,Australia,Technology,Copiers,Rep_008,16,29816.59,21620.86,8195.73,0.0,27.49
ORD-3190,2024-02-26,2024-02-28,Second Class,Home Office,Asia Pacific,Singapore,Furniture,Chairs,Rep_008,6,2783.6380000000004,1543.18,837.312,0.0,30.08
ORD-3191,2023-06-27,2023-07-04,Standard,Corporate,Latin America,Argentina,Office Supplies,Storage,Rep_009,6,470.22,372.08,98.14,0.15,20.87
ORD-3192,2023-12-23,2023-12-30,Standard,Corporate,Europe,Spain,Furniture,Tables,Rep_002,16,8609.37,5850.32,2759.04,0.1,32.05
ORD-3193,2024-07-02,2024-07-05,Standard,Home Office,North America,United States,Technology,Accessories,Rep_004,15,34291.5875,16796.94,10636.33,0.05,31.02
ORD-3194,2023-02-27,2023-03-04,Second Class,Consumer,North America,United States,Technology,Computers,Rep_003,15,19115.25,14566.95,4548.3,0.05,23.79
ORD-3195,2023-10-07,2023-10-09,First Class,Consumer,Asia Pacific,Japan,Technology,Copiers,Rep_003,18,31805.1,20608.9,11196.2,0.3,35.2
ORD-3196,2023-02-25,2023-03-03,Express,Corporate,North America,United States,Furniture,Chairs,Rep_005,19,18281.24,13149.41,5131.83,0.05,28.07
ORD-3197,2023-08-24,2023-08-28,Second Class,Home Office,Latin America,Brazil,Furniture,Bookcases,Rep_016,8,911.14,723.22,187.92,0.1,20.62
ORD-3198,2023-11-08,2023-11-09,Express,Corporate,North America,United States,Furniture,Bookcases,Rep_018,1,1368.18,1074.96,293.21,0.0,21.43
ORD-3199,2024-11-30,2024-12-05,Second Class,Consumer,Europe,France,Office Supplies,Pens,Rep_001,4,59.68,38.99,20.69,0.05,34.67
ORD-3200,2024-02-18,2024-02-19,First Class,Consumer,Latin America,Argentina,Technology,Phones,Rep_001,7,11350.287499999999,5658.19,2395.428,0.1,21.1
ORD-3201,2023-10-03,2023-10-10,Standard,Corporate,Latin America,Brazil,Office Supplies,Pens,Rep_004,3,230.23,138.98,91.24,0.0,39.63
ORD-3202,2024-07-07,2024-07-12,Standard,Consumer,North America,United States,Technology,Copiers,Rep_008,3,5880.862499999999,3193.04,1511.65,0.15,25.7
ORD-3203,2024-09-28,2024-09-29,Standard,Consumer,Asia Pacific,Singapore,Office Supplies,Pens,Rep_009,3,286.611,152.54,95.102,0.1,33.18
ORD-3204,2024-01-16,2024-01-19,Standard,Corporate,North America,United States,Technology,Copiers,Rep_014,19,47007.0,26116.98,11488.62,0.3,24.44
ORD-3205,2023-05-07,2023-05-13,Standard,Consumer,North America,Mexico,Furniture,Furnishings,Rep_008,14,7130.65,4842.81,2287.84,0.05,32.08
ORD-3206,2024-05-03,2024-05-04,Express,Home Office,Latin America,Argentina,Furniture,Tables,Rep_007,17,2850.3,2029.14,574.819,0.1,20.17
ORD-3207,2023-11-15,2023-11-16,Express,Home Office,North America,United States,Technology,Computers,Rep_005,17,11152.67,7904.51,3248.15,0.15,29.12
ORD-3208,2024-07-02,2024-07-08,Express,Consumer,Latin America,Chile,Furniture,Tables,Rep_020,12,7992.43,5585.8,1684.641,0.0,21.08
ORD-3209,2024-09-20,2024-09-27,Express,Consumer,Latin America,Argentina,Technology,Phones,Rep_013,9,12037.15,6129.17,2450.3779999999997,0.0,20.36
ORD-3210,2023-12-24,2023-12-31,Express,Consumer,Asia Pacific,China,Office Supplies,Storage,Rep_020,1,55.21,42.74,12.47,0.0,22.59
ORD-3211,2023-07-06,2023-07-09,Standard,Home Office,Latin America,Chile,Furniture,Chairs,Rep_020,18,25159.73,18628.59,6531.14,0.05,25.96
ORD-3212,2023-06-06,2023-06-10,Standard,Consumer,Latin America,Argentina,Technology,Copiers,Rep_002,4,245.29,187.08,58.21,0.0,23.73
ORD-3213,2024-06-22,2024-06-28,Second Class,Home Office,Europe,United Kingdom,Technology,Copiers,Rep_002,16,39947.5,25211.47,6746.53,0.0,16.89
ORD-3214,2023-07-21,2023-07-27,Standard,Home Office,North America,Mexico,Office Supplies,Pens,Rep_001,17,757.26,557.52,199.75,0.15,26.38
ORD-3215,2024-04-15,2024-04-19,Second Class,Corporate,Europe,France,Office Supplies,Pens,Rep_020,19,976.89,667.58,309.31,0.15,31.66
ORD-3216,2024-06-19,2024-06-20,First Class,Home Office,North America,United States,Office Supplies,Paper,Rep_012,4,37.09,22.47,14.62,0.1,39.42
ORD-3217,2023-02-21,2023-02-27,Standard,Consumer,Latin America,Argentina,Furniture,Chairs,Rep_011,12,11353.49,8865.28,2488.21,0.0,21.92
ORD-3218,2023-04-11,2023-04-14,Standard,Home Office,Latin America,Brazil,Technology,Copiers,Rep_010,5,7642.29,5843.46,1798.82,0.0,23.54
ORD-3219,2024-09-03,2024-09-07,Express,Home Office,North America,United States,Furniture,Bookcases,Rep_004,17,14371.6,10254.25,4117.36,0.2,28.65
ORD-3220,2023-06-26,2023-06-30,Second Class,Home Office,Latin America,Brazil,Technology,Accessories,Rep_007,3,347.53,244.38,103.15,0.05,29.68
ORD-3221,2023-04-27,2023-04-30,Express,Home Office,Europe,Spain,Furniture,Furnishings,Rep_009,9,7276.92,5037.68,2239.25,0.0,30.77
ORD-3222,2023-09-05,2023-09-08,Standard,Home Office,Latin America,Argentina,Technology,Copiers,Rep_004,17,31689.44,22650.86,9038.58,0.0,28.52
ORD-3223,2024-11-02,2024-11-07,First Class,Corporate,North America,Mexico,Technology,Copiers,Rep_017,9,17016.375,9371.16,4241.94,0.0,24.93
ORD-3224,2023-06-24,2023-06-28,Second Class,Home Office,Asia Pacific,Singapore,Technology,Phones,Rep_019,10,2257.51,1435.56,821.95,0.3,36.41
ORD-3225,2024-07-26,2024-08-02,Standard,Home Office,Asia Pacific,Australia,Office Supplies,Binders,Rep_009,5,87.633,50.51,23.659999999999997,0.15,27.0
ORD-3226,2024-01-01,2024-01-02,First Class,Corporate,North America,United States,Furniture,Tables,Rep_008,9,5675.78,3474.31,2201.47,0.05,38.79
ORD-3227,2024-02-04,2024-02-11,Standard,Corporate,North America,Canada,Furniture,Tables,Rep_014,5,7398.37,4550.29,2848.08,0.05,38.5
ORD-3228,2024-12-11,2024-12-18,Standard,Corporate,Asia Pacific,China,Office Supplies,Binders,Rep_020,17,2035.852,1153.65,577.3459999999999,0.0,28.36
ORD-3229,2024-02-07,2024-02-14,First Class,Corporate,Latin America,Argentina,Technology,Computers,Rep_014,9,5960.85,3770.01,699.069,0.0,11.73
ORD-3230,2023-06-09,2023-06-12,Express,Consumer,Asia Pacific,Japan,Technology,Accessories,Rep_011,1,1009.67,666.8,342.87,0.05,33.96
ORD-3231,2024-02-07,2024-02-14,Standard,Corporate,Asia Pacific,Australia,Office Supplies,Storage,Rep_012,10,607.0740000000001,323.9,200.312,0.05,33.0
ORD-3232,2024-03-28,2024-04-04,Second Class,Home Office,North America,Mexico,Furniture,Chairs,Rep_019,4,5783.25,4000.22,1783.03,0.05,30.83
ORD-3233,2024-07-02,2024-07-09,Standard,Corporate,Latin America,Chile,Technology,Phones,Rep_018,16,32241.0625,18015.87,5443.8859999999995,0.05,16.88
ORD-3234,2024-05-20,2024-05-24,Standard,Home Office,Europe,France,Office Supplies,Pens,Rep_014,9,511.94,345.55,166.39,0.0,32.5
ORD-3235,2024-06-21,2024-06-26,Express,Consumer,Latin America,Brazil,Office Supplies,Paper,Rep_017,6,572.36,374.52,138.488,0.15,24.2
ORD-3236,2024-09-28,2024-09-29,Standard,Corporate,Europe,France,Office Supplies,Storage,Rep_012,12,975.23,657.06,318.17,0.1,32.63
ORD-3237,2023-12-27,2023-12-28,Standard,Corporate,Asia Pacific,Japan,Office Supplies,Pens,Rep_010,14,638.1,457.77,180.33,0.05,28.26
ORD-3238,2024-01-21,2024-01-28,First Class,Home Office,Europe,France,Technology,Accessories,Rep_020,16,7287.2875,3852.26,1977.57,0.15,27.14
ORD-3239,2024-04-03,2024-04-06,Express,Corporate,Europe,United Kingdom,Office Supplies,Paper,Rep_015,19,1217.1,963.06,254.04,0.0,20.87
ORD-3240,2023-09-11,2023-09-18,First Class,Consumer,Latin America,Brazil,Technology,Accessories,Rep_011,13,23731.58,16572.42,7159.16,0.05,30.17
ORD-3241,2023-02-17,2023-02-19,Standard,Home Office,North America,Canada,Technology,Computers,Rep_004,15,26429.27,20013.17,6416.09,0.15,24.28
ORD-3242,2024-08-18,2024-08-20,Standard,Home Office,Europe,United Kingdom,Office Supplies,Pens,Rep_011,11,992.95,716.94,276.01,0.05,27.8
ORD-3243,2023-07-23,2023-07-25,Second Class,Corporate,Latin America,Argentina,Office Supplies,Storage,Rep_017,2,70.31,55.72,14.59,0.15,20.75
ORD-3244,2024-12-10,2024-12-15,Second Class,Consumer,North America,United States,Technology,Accessories,Rep_014,9,5664.475,3591.06,940.52,0.05,16.6
ORD-3245,2023-09-03,2023-09-10,Standard,Corporate,Europe,United Kingdom,Furniture,Bookcases,Rep_003,18,9553.84,6133.71,3420.13,0.0,35.8
ORD-3246,2023-04-21,2023-04-27,Express,Corporate,Asia Pacific,Singapore,Technology,Copiers,Rep_011,7,13610.87,9116.98,4493.89,0.0,33.02
ORD-3247,2023-12-04,2023-12-09,Standard,Consumer,Latin America,Brazil,Office Supplies,Paper,Rep_001,5,152.4,100.18,52.23,0.0,34.27
ORD-3248,2023-10-18,2023-10-25,Express,Consumer,Asia Pacific,Japan,Furniture,Bookcases,Rep_012,10,14098.67,9100.62,4998.05,0.05,35.45
